id;address;land_market_share;impr_market_share;total_market_share;land_appraisal_value;impr_appraisal_value;total_appraisal_value;land_approximate_size;impr_approximate_size;total_approximate_size;land_land_acres;impr_land_acres;total_land_acres;land_land_sqft;impr_land_sqft;total_land_sqft
02974762;1003 SHENANDOAH DR, ARLINGTON, 76014;15000;99530;114530;15000;72725;87725;NULL;NULL;1260;NULL;NULL;0.1716;NULL;NULL;7475
05922666;1003 SILVER SPRUCE DR, ARLINGTON, 76001;20000;111367;131367;20000;104848;124848;NULL;NULL;1269;NULL;NULL;0.1556;NULL;NULL;6778
40966127;1003 SUSAN DR, ARLINGTON, 76010;20000;157510;177510;20000;157510;177510;NULL;NULL;1921;NULL;NULL;0.1346;NULL;NULL;5866
03090523;1003 TANGLEWOOD LN, ARLINGTON, 76012;20000;226266;246266;20000;226266;246266;NULL;NULL;2220;NULL;NULL;0.2724;NULL;NULL;11868
02972387;1003 TERREBONNE CT, ARLINGTON, 76014;15000;127369;142369;15000;127369;142369;NULL;NULL;1822;NULL;NULL;0.2134;NULL;NULL;9296
03244954;1003 VALLEY VIEW DR, ARLINGTON, 76010;10000;78012;88012;10000;48685;58685;NULL;NULL;1050;NULL;NULL;0.1984;NULL;NULL;8643
05834732;1003 W LOVERS LN, ARLINGTON, 76013;9000;173765;182765;9000;133780;142780;NULL;NULL;2052;NULL;NULL;0.1147;NULL;NULL;5000
03143635;1003 WAYLAND DR, ARLINGTON, 76012;35000;235010;270010;35000;235010;270010;NULL;NULL;2876;NULL;NULL;0.1983;NULL;NULL;8640
02498677;1003 WESTMINISTER CT, ARLINGTON, 76015;15000;78383;93383;15000;78383;93383;NULL;NULL;1167;NULL;NULL;0.1716;NULL;NULL;7475
02498316;1003 WINNSBORO CT, ARLINGTON, 76015;15000;83642;98642;15000;78911;93911;NULL;NULL;1326;NULL;NULL;0.1716;NULL;NULL;7475
06292550;1004 ACAPULCO LN, ARLINGTON, 76017;20000;164079;184079;20000;129556;149556;NULL;NULL;1803;NULL;NULL;0.1561;NULL;NULL;6800
04750764;1004 ANITA DR, ARLINGTON, 76012;35000;173625;208625;35000;155091;190091;NULL;NULL;2079;NULL;NULL;0.2203;NULL;NULL;9600
02498278;1004 AVINGTON CT, ARLINGTON, 76015;15000;85012;100012;15000;77081;92081;NULL;NULL;1306;NULL;NULL;0.1716;NULL;NULL;7475
04751965;1004 BERT DR, ARLINGTON, 76012;35000;202303;237303;35000;182316;217316;NULL;NULL;2198;NULL;NULL;0.2309;NULL;NULL;10062
06360548;1004 BREEZEWOOD DR, ARLINGTON, 76017;20000;125350;145350;20000;125350;145350;NULL;NULL;1471;NULL;NULL;0.1558;NULL;NULL;6791
04751264;1004 BRIARCREEK DR, ARLINGTON, 76012;35000;196697;231697;35000;177960;212960;NULL;NULL;2279;NULL;NULL;0.2203;NULL;NULL;9600
07544758;1004 BRIDGES DR, ARLINGTON, 76012;40000;142367;182367;40000;142367;182367;NULL;NULL;1287;NULL;NULL;0;NULL;NULL;0
04756142;1004 BUCKNELL DR, ARLINGTON, 76012;35000;177161;212161;35000;156422;191422;NULL;NULL;1914;NULL;NULL;0.1779;NULL;NULL;7752
02045478;1004 CANDICE LN, ARLINGTON, 76013;15000;88635;103635;15000;74419;89419;NULL;NULL;1042;NULL;NULL;0.1492;NULL;NULL;6500
02971089;1004 CARLA CT, ARLINGTON, 76014;15000;107215;122215;15000;79864;94864;NULL;NULL;1624;NULL;NULL;0.1648;NULL;NULL;7182
07842872;1004 CARTHAGE WAY, ARLINGTON, 76017;30000;131606;161606;30000;131606;161606;NULL;NULL;1868;NULL;NULL;0.1809;NULL;NULL;7884
05565057;1004 CHEDDAR CT, ARLINGTON, 76017;10000;113282;123282;10000;90309;100309;NULL;NULL;1611;NULL;NULL;0.0846;NULL;NULL;3689
07299818;1004 COURTSIDE DR, ARLINGTON, 76002;25000;166762;191762;25000;166762;191762;NULL;NULL;2042;NULL;NULL;0.1559;NULL;NULL;6795
41626559;1004 CRYSTAL OAK LN, ARLINGTON, 76155;70000;377981;447981;70000;377981;447981;NULL;NULL;3707;NULL;NULL;0.1839;NULL;NULL;8015
02974568;1004 DAWNVIEW ST, ARLINGTON, 76014;15000;109081;124081;15000;109081;124081;NULL;NULL;1893;NULL;NULL;0.1795;NULL;NULL;7820
40713245;1004 DOVE TR, ARLINGTON, 76002;30000;139297;169297;30000;139297;169297;NULL;NULL;1643;NULL;NULL;0.1719;NULL;NULL;7492
00085928;1004 E INWOOD DR, ARLINGTON, 76010;10000;83073;93073;10000;64657;74657;NULL;NULL;1108;NULL;NULL;0.1721;NULL;NULL;7500
02972263;1004 E TIMBERVIEW LN, ARLINGTON, 76014;15000;96058;111058;15000;96058;111058;NULL;NULL;1308;NULL;NULL;0.1763;NULL;NULL;7680
04752023;1004 FIELD CREST CT, ARLINGTON, 76012;35000;184635;219635;35000;176508;211508;NULL;NULL;2346;NULL;NULL;0.2417;NULL;NULL;10530
05517443;1004 GALAXY DR, ARLINGTON, 76001;20000;125917;145917;20000;124367;144367;NULL;NULL;1387;NULL;NULL;0.1384;NULL;NULL;6032
02222051;1004 GLYNN OAKS DR, ARLINGTON, 76010;12000;79879;91879;12000;51162;63162;NULL;NULL;978;NULL;NULL;0.2066;NULL;NULL;9000
03077039;1004 HENSLEY ST, ARLINGTON, 76010;10000;68899;78899;10000;68899;78899;NULL;NULL;924;NULL;NULL;0.1666;NULL;NULL;7260
02972611;1004 HOLLY HILL CT, ARLINGTON, 76014;15000;107960;122960;15000;80953;95953;NULL;NULL;1579;NULL;NULL;0.198;NULL;NULL;8625
41626206;1004 IVY CHARM WAY, ARLINGTON, 76155;70000;296096;366096;70000;291548;361548;NULL;NULL;2846;NULL;NULL;0.1129;NULL;NULL;4922
40565289;1004 LOBLOLLY PINE DR, ARLINGTON, 76012;30000;181755;211755;30000;168561;198561;NULL;NULL;1844;NULL;NULL;0.1329;NULL;NULL;5793
41625781;1004 LONE IVORY TR, ARLINGTON, 76155;70000;296096;366096;70000;291548;361548;NULL;NULL;2846;NULL;NULL;0.1159;NULL;NULL;5052
01789627;1004 MARY ST, ARLINGTON, 76010;13682;115456;129138;13682;115456;129138;NULL;NULL;1792;NULL;NULL;0.157;NULL;NULL;6841
06361005;1004 MEADOWLARK DR, ARLINGTON, 76017;20000;151453;171453;20000;126264;146264;NULL;NULL;1766;NULL;NULL;0.1913;NULL;NULL;8335
03091295;1004 OAKWOOD LN, ARLINGTON, 76012;20000;125282;145282;20000;87012;107012;NULL;NULL;1170;NULL;NULL;0.3016;NULL;NULL;13140
07582358;1004 PEGASUS DR, ARLINGTON, 76013;30000;213947;243947;30000;207184;237184;NULL;NULL;1902;NULL;NULL;0.1929;NULL;NULL;8407
02496224;1004 PLOVER LN, ARLINGTON, 76015;20000;54793;74793;20000;46066;66066;NULL;NULL;1166;NULL;NULL;0.082;NULL;NULL;3572
06758681;1004 PRADO REAL DR, ARLINGTON, 76017;20000;166518;186518;20000;131734;151734;NULL;NULL;1928;NULL;NULL;0.1219;NULL;NULL;5313
07584059;1004 REGULUS CT, ARLINGTON, 76013;30000;285066;315066;30000;285066;315066;NULL;NULL;3370;NULL;NULL;0.2539;NULL;NULL;11064
02798379;1004 ROSEWOOD LN, ARLINGTON, 76010;12000;99715;111715;12000;99715;111715;NULL;NULL;1488;NULL;NULL;0.2362;NULL;NULL;10290
01675842;1004 SHANA CT, ARLINGTON, 76014;15000;112507;127507;15000;112507;127507;NULL;NULL;1604;NULL;NULL;0.1845;NULL;NULL;8040
02974959;1004 SHENANDOAH DR, ARLINGTON, 76014;15000;98793;113793;15000;73451;88451;NULL;NULL;1417;NULL;NULL;0.1969;NULL;NULL;8580
05233089;1004 STACEY RENEE CT, ARLINGTON, 76002;30000;3854;33854;30000;3854;33854;NULL;NULL;1344;NULL;NULL;1;NULL;NULL;43560
03090639;1004 TANGLEWOOD LN, ARLINGTON, 76012;20000;215728;235728;20000;155450;175450;NULL;NULL;1955;NULL;NULL;0.3777;NULL;NULL;16456
06800637;1004 TENNESSEE TR, ARLINGTON, 76017;10000;119128;129128;10000;119128;129128;NULL;NULL;1643;NULL;NULL;0.0688;NULL;NULL;3000
03245217;1004 VALLEY VIEW DR, ARLINGTON, 76010;10000;68929;78929;10000;54977;64977;NULL;NULL;1095;NULL;NULL;0.1895;NULL;NULL;8255
01079018;1004 W CEDAR ST, ARLINGTON, 76012;15000;86525;101525;15000;71515;86515;NULL;NULL;995;NULL;NULL;0.2316;NULL;NULL;10089
02319861;1004 W TUCKER BLVD, ARLINGTON, 76013;15000;104808;119808;15000;104808;119808;NULL;NULL;1230;NULL;NULL;0.2341;NULL;NULL;10200
03143759;1004 WAYLAND DR, ARLINGTON, 76012;35000;221516;256516;35000;201918;236918;NULL;NULL;2917;NULL;NULL;0.3783;NULL;NULL;16479
02971321;1004 WHIPPOORWILL CT, ARLINGTON, 76014;15000;105863;120863;15000;105863;120863;NULL;NULL;1572;NULL;NULL;0.1907;NULL;NULL;8308
02498448;1004 WINNSBORO CT, ARLINGTON, 76015;15000;79065;94065;15000;79065;94065;NULL;NULL;1167;NULL;NULL;0.1689;NULL;NULL;7360
40638529;1004 ZACHARY DR, ARLINGTON, 76002;30000;173631;203631;30000;173631;203631;NULL;NULL;2348;NULL;NULL;0.2949;NULL;NULL;12850
03593401;1005 ANDREWS ST, ARLINGTON, 76011;15000;96330;111330;15000;70184;85184;NULL;NULL;1116;NULL;NULL;0.1238;NULL;NULL;5394
06809154;1005 ANGEL FIRE LN, ARLINGTON, 76001;30000;175885;205885;30000;168046;198046;NULL;NULL;2134;NULL;NULL;0.169;NULL;NULL;7362
04756983;1005 AUBURN DR, ARLINGTON, 76012;35000;194992;229992;35000;194992;229992;NULL;NULL;1988;NULL;NULL;0.2119;NULL;NULL;9234
07014309;1005 BANNACK DR, ARLINGTON, 76001;22000;126831;148831;22000;122240;144240;NULL;NULL;1640;NULL;NULL;0.1619;NULL;NULL;7056
07299583;1005 BELLCREST DR, ARLINGTON, 76002;0;0;0;0;0;0;NULL;NULL;2033;NULL;NULL;0.1439;NULL;NULL;6272
06811078;1005 BONANZA DR, ARLINGTON, 76063;25000;212134;237134;25000;202907;227907;NULL;NULL;3093;NULL;NULL;0.165;NULL;NULL;7187
04756827;1005 BRIARCLIFF DR, ARLINGTON, 76012;0;0;0;0;0;0;NULL;NULL;1960;NULL;NULL;0.2119;NULL;NULL;9234
04756509;1005 BUCKNELL DR, ARLINGTON, 76012;35000;216897;251897;35000;209654;244654;NULL;NULL;2838;NULL;NULL;0.2006;NULL;NULL;8740
02045656;1005 CANDICE LN, ARLINGTON, 76013;15000;92963;107963;15000;80831;95831;NULL;NULL;1136;NULL;NULL;0.1323;NULL;NULL;5764
02971038;1005 CARLA CT, ARLINGTON, 76014;15000;93878;108878;15000;65707;80707;NULL;NULL;1282;NULL;NULL;0.181;NULL;NULL;7888
02972719;1005 CHAMBLEE CT, ARLINGTON, 76014;15000;104129;119129;15000;104129;119129;NULL;NULL;1558;NULL;NULL;0.198;NULL;NULL;8625
02498499;1005 CRISTOPHER CT, ARLINGTON, 76015;15000;95587;110587;15000;90724;105724;NULL;NULL;1909;NULL;NULL;0.1716;NULL;NULL;7475
04752236;1005 CURTIS CT, ARLINGTON, 76012;35000;195871;230871;35000;189342;224342;NULL;NULL;2501;NULL;NULL;0.2148;NULL;NULL;9360
02974363;1005 DAWNVIEW ST, ARLINGTON, 76014;15000;94044;109044;15000;94044;109044;NULL;NULL;1186;NULL;NULL;0.1768;NULL;NULL;7705
07843216;1005 DUNKIRK LN, ARLINGTON, 76017;30000;232916;262916;30000;206305;236305;NULL;NULL;4263;NULL;NULL;0.2129;NULL;NULL;9278
00464007;1005 E MITCHELL ST, ARLINGTON, 76010;20000;116463;136463;20000;116463;136463;NULL;NULL;1999;NULL;NULL;0.402;NULL;NULL;17513
07300018;1005 EASTWICK DR, ARLINGTON, 76002;25000;180561;205561;25000;180561;205561;NULL;NULL;2456;NULL;NULL;0.1259;NULL;NULL;5488
04751647;1005 FIELD CREST CT, ARLINGTON, 76012;35000;182661;217661;35000;172999;207999;NULL;NULL;2289;NULL;NULL;0.2148;NULL;NULL;9360
05922712;1005 FLAMEWOOD DR, ARLINGTON, 76001;20000;166361;186361;20000;164210;184210;NULL;NULL;2132;NULL;NULL;0.1763;NULL;NULL;7681
00959472;1005 GAYE LN, ARLINGTON, 76012;20000;95838;115838;20000;76800;96800;NULL;NULL;1295;NULL;NULL;0.2393;NULL;NULL;10425
03076806;1005 HENSLEY ST, ARLINGTON, 76010;10000;75335;85335;10000;75335;85335;NULL;NULL;1058;NULL;NULL;0.1666;NULL;NULL;7260
02972557;1005 HOLLY HILL CT, ARLINGTON, 76014;15000;107937;122937;15000;84288;99288;NULL;NULL;1458;NULL;NULL;0.1848;NULL;NULL;8050
04751914;1005 LESLIE CT, ARLINGTON, 76012;35000;192735;227735;35000;186440;221440;NULL;NULL;2351;NULL;NULL;0.2148;NULL;NULL;9360
41626508;1005 LONE IVORY TR, ARLINGTON, 76155;70000;303560;373560;70000;303560;373560;NULL;NULL;2938;NULL;NULL;0.1129;NULL;NULL;4922
07583834;1005 LYRA CT, ARLINGTON, 76013;30000;226430;256430;30000;226430;256430;NULL;NULL;2483;NULL;NULL;0.2539;NULL;NULL;11064
02382156;1005 MAPLEVIEW DR, ARLINGTON, 76018;20000;113394;133394;20000;89263;109263;NULL;NULL;1395;NULL;NULL;0.1683;NULL;NULL;7332
06284264;1005 MILBY OAKS CIR, ARLINGTON, 76013;20000;137504;157504;20000;137504;157504;NULL;NULL;1407;NULL;NULL;0.1859;NULL;NULL;8102
05526310;1005 PACKARD DR, ARLINGTON, 76001;20000;114488;134488;20000;114488;134488;NULL;NULL;1370;NULL;NULL;0.1283;NULL;NULL;5592
07584032;1005 PEEBLES CT, ARLINGTON, 76013;30000;236465;266465;30000;225324;255324;NULL;NULL;2473;NULL;NULL;0.1989;NULL;NULL;8668
01431803;1005 PORTOFINO DR, ARLINGTON, 76012;34000;196984;230984;34000;141985;175985;NULL;NULL;2158;NULL;NULL;0.2961;NULL;NULL;12900
02024055;1005 REDBUD CT, ARLINGTON, 76012;18000;73408;91408;18000;73408;91408;NULL;NULL;1573;NULL;NULL;0.1878;NULL;NULL;8184
04751604;1005 ROCKY CANYON RD, ARLINGTON, 76012;35000;196735;231735;35000;186430;221430;NULL;NULL;2423;NULL;NULL;0.2506;NULL;NULL;10920
00959340;1005 ROSS TR, ARLINGTON, 76012;20000;146801;166801;20000;146801;166801;NULL;NULL;1823;NULL;NULL;0.2754;NULL;NULL;12000
01675893;1005 SHANA CT, ARLINGTON, 76014;15000;110013;125013;15000;96683;111683;NULL;NULL;1550;NULL;NULL;0.1691;NULL;NULL;7370
02974754;1005 SHENANDOAH DR, ARLINGTON, 76014;15000;60809;75809;15000;60809;75809;NULL;NULL;1396;NULL;NULL;0.1716;NULL;NULL;7475
05859484;1005 SILENT DR, ARLINGTON, 76017;10000;80673;90673;10000;80673;90673;NULL;NULL;1004;NULL;NULL;0.1229;NULL;NULL;5355
06611079;1005 SPRING MILLER CT, ARLINGTON, 76002;39690;163546;203236;39690;163546;203236;NULL;NULL;1995;NULL;NULL;1.323;NULL;NULL;57630
40966119;1005 SUSAN DR, ARLINGTON, 76010;20000;129443;149443;20000;129443;149443;NULL;NULL;1597;NULL;NULL;0.1396;NULL;NULL;6084
05565197;1005 TENNESSEE TR, ARLINGTON, 76017;10000;86782;96782;10000;86782;96782;NULL;NULL;1159;NULL;NULL;0.0688;NULL;NULL;2999
03244962;1005 VALLEY VIEW DR, ARLINGTON, 76010;10000;68934;78934;10000;53767;63767;NULL;NULL;1289;NULL;NULL;0.1984;NULL;NULL;8643
01973479;1005 VILLAGE WOOD CT, ARLINGTON, 76012;35000;179645;214645;35000;147710;182710;NULL;NULL;1809;NULL;NULL;0.2481;NULL;NULL;10810
00688320;1005 W SANFORD ST, ARLINGTON, 76012;33245;306288;339533;33245;306288;339533;NULL;NULL;4164;NULL;NULL;0.5088;NULL;NULL;22163
03143627;1005 WAYLAND DR, ARLINGTON, 76012;35000;192160;227160;35000;176145;211145;NULL;NULL;2507;NULL;NULL;0.1983;NULL;NULL;8640
02971275;1005 WHIPPOORWILL CT, ARLINGTON, 76014;0;0;0;0;0;0;NULL;NULL;1612;NULL;NULL;0.1861;NULL;NULL;8107
07843968;1005 WHITE DOVE DR, ARLINGTON, 76017;30000;131606;161606;30000;131606;161606;NULL;NULL;1868;NULL;NULL;0.1679;NULL;NULL;7318
41625420;1005 WINTER FIRE WAY, ARLINGTON, 76155;0;0;0;0;0;0;NULL;NULL;2219;NULL;NULL;0.0989;NULL;NULL;4312
06292542;1006 ACAPULCO LN, ARLINGTON, 76017;20000;172336;192336;20000;152183;172183;NULL;NULL;2299;NULL;NULL;0.1606;NULL;NULL;7000
07585993;1006 ANDROMEDA WAY, ARLINGTON, 76013;22500;213007;235507;22500;203371;225871;NULL;NULL;1882;NULL;NULL;0.1649;NULL;NULL;7187
05188768;1006 ASHMOUNT LN, ARLINGTON, 76017;20000;143276;163276;20000;143276;163276;NULL;NULL;1783;NULL;NULL;0.1067;NULL;NULL;4648
07014139;1006 BANNACK DR, ARLINGTON, 76001;0;0;0;0;0;0;NULL;NULL;1507;NULL;NULL;0.1639;NULL;NULL;7143
03245497;1006 BELVEDERE DR, ARLINGTON, 76010;10000;63503;73503;10000;39368;49368;NULL;NULL;864;NULL;NULL;0.1938;NULL;NULL;8442
06811337;1006 BONANZA DR, ARLINGTON, 76063;25000;160843;185843;25000;144400;169400;NULL;NULL;1957;NULL;NULL;0.162;NULL;NULL;7057
07544650;1006 BRIDGES DR, ARLINGTON, 76012;40000;111479;151479;40000;111479;151479;NULL;NULL;1171;NULL;NULL;0;NULL;NULL;0
04756134;1006 BUCKNELL DR, ARLINGTON, 76012;35000;204338;239338;35000;199476;234476;NULL;NULL;2242;NULL;NULL;0.1753;NULL;NULL;7638
06758797;1006 CARLISLE DR, ARLINGTON, 76017;20000;163765;183765;20000;127257;147257;NULL;NULL;1835;NULL;NULL;0.1355;NULL;NULL;5904
05565049;1006 CHEDDAR CT, ARLINGTON, 76017;10000;113282;123282;10000;90309;100309;NULL;NULL;1611;NULL;NULL;0.0743;NULL;NULL;3238
41626567;1006 CRYSTAL OAK LN, ARLINGTON, 76155;70000;389545;459545;70000;389545;459545;NULL;NULL;3828;NULL;NULL;0.1839;NULL;NULL;8015
02797992;1006 DARLENE LN, ARLINGTON, 76010;12000;90990;102990;12000;90990;102990;NULL;NULL;1237;NULL;NULL;0.2024;NULL;NULL;8820
41380444;1006 DELK DR, ARLINGTON, 76013;25984;172464;198448;25984;166100;192084;NULL;NULL;1764;NULL;NULL;0.3976;NULL;NULL;17323
07843615;1006 DUNKIRK LN, ARLINGTON, 76017;30000;138389;168389;30000;138343;168343;NULL;NULL;2105;NULL;NULL;0.1949;NULL;NULL;8494
03143929;1006 E ROAD TO SIX FLAGS ST, ARLINGTON, 76011;32040;0;32040;32040;0;32040;NULL;NULL;0;NULL;NULL;0.2451;NULL;NULL;10680
04752031;1006 FIELD CREST CT, ARLINGTON, 76012;35000;230428;265428;35000;209420;244420;NULL;NULL;2573;NULL;NULL;0.2252;NULL;NULL;9810
05517451;1006 GALAXY DR, ARLINGTON, 76001;20000;166404;186404;20000;166404;186404;NULL;NULL;2407;NULL;NULL;0.1414;NULL;NULL;6162
02970945;1006 GRANTS PKWY, ARLINGTON, 76014;15000;101017;116017;15000;74056;89056;NULL;NULL;1471;NULL;NULL;0.1763;NULL;NULL;7680
06169287;1006 HAVENBROOK DR, ARLINGTON, 76001;13334;112676;126010;13334;105125;118459;NULL;NULL;1277;NULL;NULL;0.1446;NULL;NULL;6300
02972638;1006 HOLLY HILL CT, ARLINGTON, 76014;15000;111585;126585;15000;111585;126585;NULL;NULL;2029;NULL;NULL;0.198;NULL;NULL;8625
01675699;1006 JUDY LYNN DR, ARLINGTON, 76014;15000;105077;120077;15000;105077;120077;NULL;NULL;1440;NULL;NULL;0.1652;NULL;NULL;7200
03115143;1006 LIVE OAK LN, ARLINGTON, 76012;30000;315083;345083;30000;272258;302258;NULL;NULL;3929;NULL;NULL;0.3636;NULL;NULL;15841
41625803;1006 LONE IVORY TR, ARLINGTON, 76155;70000;269985;339985;70000;269587;339587;NULL;NULL;2550;NULL;NULL;0.1159;NULL;NULL;5052
03091287;1006 OAKWOOD LN, ARLINGTON, 76012;20000;95971;115971;20000;59461;79461;NULL;NULL;1011;NULL;NULL;0.2892;NULL;NULL;12600
05518164;1006 PIERCE ARROW DR, ARLINGTON, 76001;20000;147291;167291;20000;146143;166143;NULL;NULL;1804;NULL;NULL;0.172;NULL;NULL;7493
02496216;1006 PLOVER LN, ARLINGTON, 76015;20000;54793;74793;20000;54793;74793;NULL;NULL;1166;NULL;NULL;0.082;NULL;NULL;3572
06758703;1006 PRADO REAL DR, ARLINGTON, 76017;20000;155116;175116;20000;123022;143022;NULL;NULL;1749;NULL;NULL;0.1378;NULL;NULL;6003
02798387;1006 ROSEWOOD LN, ARLINGTON, 76010;12000;98269;110269;12000;98269;110269;NULL;NULL;1406;NULL;NULL;0.2362;NULL;NULL;10290
07464266;1006 ROYAL CIR, ARLINGTON, 76001;0;14329;14329;0;14329;14329;NULL;NULL;1216;NULL;NULL;0;NULL;NULL;0
04751728;1006 SHELLEY CT, ARLINGTON, 76012;35000;193713;228713;35000;173846;208846;NULL;NULL;2142;NULL;NULL;0.2148;NULL;NULL;9360
05921066;1006 SILVER SPRUCE DR, ARLINGTON, 76001;20000;128715;148715;20000;128715;148715;NULL;NULL;1457;NULL;NULL;0.154;NULL;NULL;6712
05232899;1006 STACEY RENEE CT, ARLINGTON, 76002;27000;31794;58794;27000;31794;58794;NULL;NULL;1848;NULL;NULL;0.9;NULL;NULL;39204
40638901;1006 TABASCO TR, ARLINGTON, 76002;30000;173914;203914;30000;173914;203914;NULL;NULL;2292;NULL;NULL;0.1875;NULL;NULL;8168
02972433;1006 TERREBONNE CT, ARLINGTON, 76014;15000;111518;126518;15000;83857;98857;NULL;NULL;1653;NULL;NULL;0.241;NULL;NULL;10500
06168604;1006 VALLEY BRANCH DR, ARLINGTON, 76001;20000;154349;174349;20000;146774;166774;NULL;NULL;1728;NULL;NULL;0.1411;NULL;NULL;6150
01079026;1006 W CEDAR ST, ARLINGTON, 76012;12000;84974;96974;12000;75399;87399;NULL;NULL;980;NULL;NULL;0.2316;NULL;NULL;10089
02497913;1006 WAVERLY DR, ARLINGTON, 76015;15000;79187;94187;15000;71999;86999;NULL;NULL;1189;NULL;NULL;0.1716;NULL;NULL;7475
02973677;1006 WEMBLEY RD, ARLINGTON, 76014;15000;103841;118841;15000;81800;96800;NULL;NULL;1626;NULL;NULL;0.1844;NULL;NULL;8033
07843550;1006 WHITE DOVE DR, ARLINGTON, 76017;30000;175927;205927;30000;175927;205927;NULL;NULL;3076;NULL;NULL;0.1699;NULL;NULL;7405
03594351;1006 WOODBROOK ST, ARLINGTON, 76011;15000;101278;116278;15000;75145;90145;NULL;NULL;1253;NULL;NULL;0.1556;NULL;NULL;6780
40980308;1007 ABIGAIL DR, ARLINGTON, 76002;30000;153502;183502;30000;153502;183502;NULL;NULL;1759;NULL;NULL;0.1802;NULL;NULL;7850
06293646;1007 ACAPULCO LN, ARLINGTON, 76017;20000;172336;192336;20000;152183;172183;NULL;NULL;2299;NULL;NULL;0.1377;NULL;NULL;6000
04756975;1007 AUBURN DR, ARLINGTON, 76012;35000;181838;216838;35000;181838;216838;NULL;NULL;1903;NULL;NULL;0.2101;NULL;NULL;9153
07014317;1007 BANNACK DR, ARLINGTON, 76001;22000;160620;182620;22000;153421;175421;NULL;NULL;2346;NULL;NULL;0.1659;NULL;NULL;7230
07299575;1007 BELLCREST DR, ARLINGTON, 76002;25000;162654;187654;25000;133026;158026;NULL;NULL;1908;NULL;NULL;0.1449;NULL;NULL;6316
04752082;1007 BERT DR, ARLINGTON, 76012;35000;183338;218338;35000;172273;207273;NULL;NULL;2160;NULL;NULL;0.2309;NULL;NULL;10062
06360734;1007 BREEZEWOOD DR, ARLINGTON, 76017;20000;138515;158515;20000;120846;140846;NULL;NULL;1659;NULL;NULL;0.1631;NULL;NULL;7105
04756517;1007 BUCKNELL DR, ARLINGTON, 76012;35000;189862;224862;35000;176750;211750;NULL;NULL;2233;NULL;NULL;0.2006;NULL;NULL;8740
02971011;1007 CARLA CT, ARLINGTON, 76014;15000;151763;166763;15000;151763;166763;NULL;NULL;1734;NULL;NULL;0.2004;NULL;NULL;8732
02972700;1007 CHAMBLEE CT, ARLINGTON, 76014;15000;105583;120583;15000;80106;95106;NULL;NULL;1594;NULL;NULL;0.198;NULL;NULL;8625
01431552;1007 CROWLEY RD, ARLINGTON, 76012;40000;269126;309126;40000;247133;287133;NULL;NULL;3239;NULL;NULL;0.3498;NULL;NULL;15240
05189004;1007 DANFORTH CT, ARLINGTON, 76017;20000;108245;128245;20000;108245;128245;NULL;NULL;1292;NULL;NULL;0.1152;NULL;NULL;5020
02974355;1007 DAWNVIEW ST, ARLINGTON, 76014;15000;96808;111808;15000;70668;85668;NULL;NULL;1264;NULL;NULL;0.1768;NULL;NULL;7705
00086029;1007 E LOVERS LN, ARLINGTON, 76010;10000;73717;83717;10000;54614;64614;NULL;NULL;1012;NULL;NULL;0.1721;NULL;NULL;7500
01621181;1007 ERIC AVE, ARLINGTON, 76012;15000;76785;91785;15000;76785;91785;NULL;NULL;1000;NULL;NULL;0.2444;NULL;NULL;10650
04751639;1007 FIELD CREST CT, ARLINGTON, 76012;35000;167964;202964;35000;137546;172546;NULL;NULL;1784;NULL;NULL;0.2038;NULL;NULL;8880
03091139;1007 GLENWICK LN, ARLINGTON, 76012;0;0;0;0;0;0;NULL;NULL;2924;NULL;NULL;0.2975;NULL;NULL;12960
03076814;1007 HENSLEY ST, ARLINGTON, 76010;10000;66492;76492;10000;45418;55418;NULL;NULL;1236;NULL;NULL;0.1666;NULL;NULL;7260
41626451;1007 IVY CHARM WAY, ARLINGTON, 76155;0;0;0;0;0;0;NULL;NULL;2316;NULL;NULL;0.1429;NULL;NULL;6229
40565696;1007 LOBLOLLY PINE DR, ARLINGTON, 76012;30000;173925;203925;30000;164205;194205;NULL;NULL;1754;NULL;NULL;0.1329;NULL;NULL;5793
02382164;1007 MAPLEVIEW DR, ARLINGTON, 76018;20000;119685;139685;20000;98338;118338;NULL;NULL;1579;NULL;NULL;0.1542;NULL;NULL;6721
06284256;1007 MILBY OAKS CIR, ARLINGTON, 76013;20000;143457;163457;20000;129435;149435;NULL;NULL;1540;NULL;NULL;0.1719;NULL;NULL;7492
02496275;1007 PLEASANT VALLEY LN, ARLINGTON, 76015;20000;54324;74324;20000;54324;74324;NULL;NULL;1166;NULL;NULL;0.082;NULL;NULL;3572
01431781;1007 PORTOFINO DR, ARLINGTON, 76012;40000;239493;279493;40000;218303;258303;NULL;NULL;3088;NULL;NULL;0.3587;NULL;NULL;15625
02024047;1007 REDBUD CT, ARLINGTON, 76012;18000;73978;91978;18000;73978;91978;NULL;NULL;1330;NULL;NULL;0.2121;NULL;NULL;9240
41630300;1007 ROYAL CIR, ARLINGTON, 76001;0;22395;22395;0;22395;22395;NULL;NULL;1216;NULL;NULL;0;NULL;NULL;0
02974746;1007 SHENANDOAH DR, ARLINGTON, 76014;0;0;0;0;0;0;NULL;NULL;1361;NULL;NULL;0.1716;NULL;NULL;7475
05859476;1007 SILENT DR, ARLINGTON, 76017;17000;83126;100126;17000;83126;100126;NULL;NULL;1064;NULL;NULL;0.1092;NULL;NULL;4760
